Loc_Name,Start_Date,QAQC,Target_Species,Plot_Name,Spp_Name,Species,Damage,No Damage,Total,Total_adj,Subsampled
Bass Harbor,6/21/2013 0:00,0,Red Algae,R5,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A1,Common periwinkle (Littorina littorea),LITLIT,0,2,2,2,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A1,Smooth periwinkle (Littorina obtusata),LITOBT,1,2,3,3,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A1,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A1,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,1,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A1,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A2,Common periwinkle (Littorina littorea),LITLIT,0,3,3,3,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A2,Smooth periwinkle (Littorina obtusata),LITOBT,4,19,23,23,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A2,Dogwhelk (Nucella lapillus),NUCLAP,0,3,3,3,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A2,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A3,Common periwinkle (Littorina littorea),LITLIT,2,14,16,16,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A3,Smooth periwinkle (Littorina obtusata),LITOBT,5,23,28,28,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A3,Dogwhelk (Nucella lapillus),NUCLAP,0,4,4,4,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A3,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A4,Common periwinkle (Littorina littorea),LITLIT,1,29,30,30,Yes
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A4,Smooth periwinkle (Littorina obtusata),LITOBT,5,15,20,20,Yes
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A4,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,Yes
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A4,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,1,Yes
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A4,Limpet (Tectura testudinalis),TECTES,0,0,0,0,Yes
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A5,Common periwinkle (Littorina littorea),LITLIT,5,17,22,22,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A5,Smooth periwinkle (Littorina obtusata),LITOBT,4,23,27,27,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A5,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Ascophyllum,A5,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B1,Common periwinkle (Littorina littorea),LITLIT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B1,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B1,Rough periwinkle (Littorina saxatilis),LITSAX,0,1,1,1,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B1,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,1,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B1,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B2,Common periwinkle (Littorina littorea),LITLIT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B2,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B2,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B2,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B3,Common periwinkle (Littorina littorea),LITLIT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B3,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B3,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B3,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B4,Common periwinkle (Littorina littorea),LITLIT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B4,Smooth periwinkle (Littorina obtusata),LITOBT,0,1,1,1,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B4,Rough periwinkle (Littorina saxatilis),LITSAX,0,1,1,1,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B4,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B4,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B5,Common periwinkle (Littorina littorea),LITLIT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B5,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B5,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Barnacle,B5,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F1,Common periwinkle (Littorina littorea),LITLIT,2,18,20,20,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F1,Smooth periwinkle (Littorina obtusata),LITOBT,0,31,31,31,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F1,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F1,Dogwhelk (Nucella lapillus),NUCLAP,0,5,5,5,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F1,Limpet (Tectura testudinalis),TECTES,0,4,4,4,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F2,Common periwinkle (Littorina littorea),LITLIT,0,0,0,0,Yes
Bass Harbor,6/24/2013 0:00,1,Fucus,F2,Smooth periwinkle (Littorina obtusata),LITOBT,0,16,16,16,Yes
Bass Harbor,6/24/2013 0:00,1,Fucus,F2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,Yes
Bass Harbor,6/24/2013 0:00,1,Fucus,F2,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,1,Yes
Bass Harbor,6/24/2013 0:00,1,Fucus,F2,Limpet (Tectura testudinalis),TECTES,0,0,0,0,Yes
Bass Harbor,6/24/2013 0:00,1,Fucus,F3,Common periwinkle (Littorina littorea),LITLIT,0,4,4,4,Yes
Bass Harbor,6/24/2013 0:00,1,Fucus,F3,Smooth periwinkle (Littorina obtusata),LITOBT,0,24,24,24,Yes
Bass Harbor,6/24/2013 0:00,1,Fucus,F3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,Yes
Bass Harbor,6/24/2013 0:00,1,Fucus,F3,Dogwhelk (Nucella lapillus),NUCLAP,0,2,2,2,Yes
Bass Harbor,6/24/2013 0:00,1,Fucus,F3,Limpet (Tectura testudinalis),TECTES,0,4,4,4,Yes
Bass Harbor,6/24/2013 0:00,1,Fucus,F4,Common periwinkle (Littorina littorea),LITLIT,1,26,27,27,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F4,Smooth periwinkle (Littorina obtusata),LITOBT,0,80,80,80,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F4,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F4,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F4,Limpet (Tectura testudinalis),TECTES,0,9,9,9,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F5,Common periwinkle (Littorina littorea),LITLIT,0,13,13,13,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F5,Smooth periwinkle (Littorina obtusata),LITOBT,1,89,90,90,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F5,Dogwhelk (Nucella lapillus),NUCLAP,0,11,11,11,No
Bass Harbor,6/24/2013 0:00,1,Fucus,F5,Limpet (Tectura testudinalis),TECTES,0,13,13,13,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R1,Common periwinkle (Littorina littorea),LITLIT,0,4,4,4,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R1,Smooth periwinkle (Littorina obtusata),LITOBT,0,1,1,1,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R1,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R1,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,1,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R1,Limpet (Tectura testudinalis),TECTES,0,2,2,2,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R2,Common periwinkle (Littorina littorea),LITLIT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R2,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R2,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R2,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R2,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R3,Common periwinkle (Littorina littorea),LITLIT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R3,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R3,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,1,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R3,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R4,Common periwinkle (Littorina littorea),LITLIT,0,1,1,1,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R4,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R4,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R4,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R4,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R5,Common periwinkle (Littorina littorea),LITLIT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R5,Smooth periwinkle (Littorina obtusata),LITOBT,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R5,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R5,Dogwhelk (Nucella lapillus),NUCLAP,0,1,1,1,No
Bass Harbor,6/24/2013 0:00,1,Red Algae,R5,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A1,Common periwinkle (Littorina littorea),LITLIT,0,2,2,2,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A1,Smooth periwinkle (Littorina obtusata),LITOBT,0,1,1,1,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A1,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A1,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,0,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A1,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A2,Common periwinkle (Littorina littorea),LITLIT,0,4,4,4,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A2,Smooth periwinkle (Littorina obtusata),LITOBT,0,29,29,29,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A2,Rough periwinkle (Littorina saxatilis),LITSAX,0,1,1,1,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A2,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,0,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A2,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A3,Common periwinkle (Littorina littorea),LITLIT,0,14,14,14,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A3,Smooth periwinkle (Littorina obtusata),LITOBT,0,18,18,18,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A3,Rough periwinkle (Littorina saxatilis),LITSAX,0,0,0,0,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A3,Dogwhelk (Nucella lapillus),NUCLAP,0,0,0,0,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A3,Limpet (Tectura testudinalis),TECTES,0,0,0,0,No
Bass Harbor,6/21/2014 0:00,0,Ascophyllum,A4,Common periwinkle (Littorina littorea),LITLIT,0,35,35,35,Yes
